"","idno","cntry","nwspol","netusoft","netustm","ppltrst","pplfair","psppsgva","cptppola","trstprl","trstlgl","trstsci","vote","happy","wkhtot","agepnt","gndr","region"
"9783",53838,"PT",90,5,60,4,4,2,1,3,3,7,"Yes",7,40,90,"Female","PT15"
"9784",53899,"PT",0,5,480,3,3,2,5,1,1,8,"Yes",4,7,53,"Male","PT16"
"9785",54101,"PT",60,5,120,5,7,1,2,5,2,9,"Yes",10,35,78,"Female","PT16"
"9786",54139,"PT",15,5,540,5,5,3,5,6,4,9,"Yes",7,41,78,"Female","PT11"
"9787",54210,"PT",60,5,180,5,6,3,3,6,6,8,"Yes",8,48,75,"Male","PT15"
"9788",54213,"PT",0,5,120,0,0,1,1,0,0,7,"Yes",7,0,61,"Male","PT11"
"9789",54241,"PT",120,5,120,5,5,3,4,7,5,8,"Yes",10,35,64,"Female","PT18"
"9790",54246,"PT",10,5,15,5,5,1,1,3,8,8,"Yes",10,40,71,"Female","PT16"
"9791",54284,"PT",90,5,180,7,8,2,1,5,4,8,"Yes",8,44,63,"Male","PT11"
"9792",54295,"PT",0,5,600,1,4,1,1,3,5,5,"Yes",8,38,67,"Female","PT16"
"9793",54300,"PT",0,5,150,5,1,1,1,0,3,5,"No",6,0,62,"Male","PT11"
"9794",54310,"PT",30,5,40,1,7,2,1,0,6,7,"Not eligble",8,50,65,"Male","PT17"
"9795",54368,"PT",240,5,120,7,7,1,2,5,5,9,"Not eligble",7,40,61,"Female","PT15"
"9796",54404,"PT",120,5,240,2,6,2,3,1,1,8,"Yes",6,55,76,"Male","PT17"
"9797",54568,"PT",0,5,60,10,9,4,2,9,9,10,"No",10,40,57,"Female","PT11"
"9798",54589,"PT",180,5,60,5,5,2,1,3,5,8,"Yes",8,36,76,"Male","PT16"
"9799",54604,"PT",1020,5,300,7,8,2,1,5,6,7,"Yes",3,60,59,"Male","PT16"
"9800",54632,"PT",90,5,120,4,4,1,4,3,7,8,"Yes",6,60,72,"Male","PT11"
"9801",54662,"PT",210,5,120,5,2,2,3,5,5,10,"No",5,60,83,"Male","PT11"
"9802",54746,"PT",30,5,120,3,3,2,1,0,0,8,"Yes",10,5,58,"Female","PT17"
"9803",54904,"PT",270,5,270,6,5,3,2,4,7,10,"Yes",8,40,75,"Male","PT16"
"9804",55087,"PT",60,5,180,4,5,2,1,5,5,8,"Not eligble",6,40,76,"Female","PT17"
"9805",55152,"PT",60,5,190,5,5,1,1,3,2,5,"No",8,40,47,"Female","PT16"
"9806",55184,"PT",60,5,150,3,5,1,1,0,0,10,"No",6,55,67,"Female","PT17"
"9807",55206,"PT",120,5,240,2,6,1,1,3,6,7,"No",4,10,82,"Female","PT17"
"9808",55220,"PT",180,5,270,3,5,2,2,5,2,8,"Yes",7,30,54,"Female","PT17"
"9809",55258,"PT",60,5,120,2,2,1,5,0,0,5,"No",7,50,65,"Male","PT17"
"9810",55273,"PT",60,5,720,5,5,2,3,5,2,7,"No",6,45,51,"Female","PT17"
"9811",55283,"PT",90,5,540,5,5,3,2,6,7,8,"No",5,40,79,"Female","PT17"
"9812",55307,"PT",90,5,570,6,6,3,3,7,5,8,"Yes",9,40,49,"Female","PT16"
"9813",55415,"PT",60,5,240,6,6,1,1,7,7,9,"No",10,25,62,"Female","PT17"
"9814",55425,"PT",0,5,30,1,1,3,1,1,2,5,"Yes",9,50,55,"Female","PT16"
"9815",55612,"PT",40,5,60,5,4,2,1,7,2,10,"Yes",5,50,61,"Female","PT16"
"9816",55683,"PT",90,5,120,10,8,3,2,8,6,6,"Yes",5,40,86,"Female","PT17"
"9817",55688,"PT",30,5,120,10,9,2,3,10,10,10,"Not eligble",8,40,63,"Female","PT11"
"9818",55747,"PT",120,5,540,3,4,3,2,8,4,9,"Yes",9,40,63,"Female","PT15"
"9819",55818,"PT",1020,5,600,8,9,3,3,9,8,9,"Yes",6,0,70,"Female","PT17"
"9820",55820,"PT",0,5,420,6,6,1,2,3,2,8,"Yes",7,35,83,"Male","PT11"
"9821",55833,"PT",60,5,120,6,6,4,1,8,8,8,"Yes",7,40,54,"Male","PT16"
"9822",55930,"PT",10,5,120,0,5,2,3,3,0,5,"Yes",10,55,65,"Male","PT16"
"9823",55956,"PT",0,5,60,1,1,1,1,5,3,8,"Yes",1,40,53,"Male","PT17"
"9824",55967,"PT",1020,5,1020,3,4,3,1,1,3,5,"No",5,0,49,"Female","PT11"
"9825",55968,"PT",120,5,60,2,3,2,1,2,2,5,"No",7,50,86,"Male","PT15"
"9826",55994,"PT",30,5,60,5,8,2,3,5,7,9,"Yes",10,46,72,"Male","PT16"
"9827",56093,"PT",60,5,480,7,7,3,3,6,6,10,"No",9,40,63,"Male","PT18"
"9828",56253,"PT",60,5,240,4,5,2,2,5,4,10,"Yes",8,35,78,"Male","PT17"
"9829",56294,"PT",30,5,60,3,5,2,1,5,3,4,"No",10,45,61,"Female","PT11"
"9830",56415,"PT",60,5,480,6,7,3,3,6,6,8,"Yes",6,8,53,"Male","PT11"
"9831",56551,"PT",10,5,480,8,9,2,2,2,4,7,"No",9,40,60,"Female","PT11"
"9832",56604,"PT",30,5,60,5,5,2,1,3,3,5,"Yes",4,0,69,"Male","PT11"
"9833",56619,"PT",30,5,120,7,6,3,2,6,7,9,"Yes",8,44,57,"Male","PT18"
"9834",56710,"PT",120,5,30,5,5,2,2,7,6,8,"Yes",7,46,69,"Female","PT11"
"9835",56718,"PT",60,5,300,4,4,1,1,0,0,7,"No",5,40,79,"Male","PT17"
"9836",56984,"PT",20,5,45,7,7,1,4,4,3,10,"Yes",7,60,82,"Male","PT16"
"9837",57043,"PT",1080,5,240,4,6,3,1,6,5,6,"Yes",6,0,74,"Female","PT11"
"9838",57101,"PT",150,5,480,5,7,3,3,7,5,10,"Yes",8,45,70,"Female","PT17"
"9839",57184,"PT",90,5,180,3,7,2,2,5,3,10,"Yes",9,36,75,"Female","PT11"
"9840",57197,"PT",30,5,120,4,1,3,2,8,4,10,"Yes",6,38,61,"Female","PT17"
"9841",57214,"PT",60,5,60,5,5,4,2,5,6,8,"Yes",5,60,85,"Male","PT18"
"9842",57428,"PT",60,5,60,7,7,2,1,4,7,9,"Yes",9,45,71,"Female","PT11"
"9843",57509,"PT",60,5,30,5,5,3,2,8,5,10,"Yes",8,40,70,"Female","PT11"
"9844",57513,"PT",60,5,60,5,5,3,2,5,5,7,"Yes",8,50,58,"Male","PT15"
"9845",57602,"PT",60,5,480,1,4,3,2,5,5,2,"Yes",7,40,61,"Male","PT17"
"9846",57619,"PT",60,5,180,4,5,1,1,5,6,8,"Yes",7,43,57,"Female","PT17"
"9847",57633,"PT",60,5,600,6,4,3,2,6,7,10,"Yes",8,10,62,"Female","PT11"
"9848",57695,"PT",60,5,120,5,5,3,2,5,5,6,"Yes",7,35,72,"Female","PT16"
"9849",57704,"PT",30,5,720,5,7,2,4,5,5,9,"Yes",9,60,64,"Male","PT11"
"9850",57714,"PT",960,5,180,7,7,4,5,5,5,10,"Yes",7,40,58,"Female","PT17"
"9851",57761,"PT",120,5,540,6,8,4,2,5,5,8,"Yes",9,45,60,"Female","PT11"
"9852",57778,"PT",1020,5,90,6,8,2,5,9,5,7,"Yes",6,60,54,"Female","PT11"
"9853",57788,"PT",30,5,360,7,5,2,1,1,3,7,"No",6,60,67,"Female","PT18"
"9854",57875,"PT",780,5,840,1,2,2,2,4,2,8,"No",9,0,68,"Female","PT16"
"9855",57930,"PT",660,5,240,4,6,2,1,5,5,8,"Yes",8,5,72,"Female","PT17"
"9856",57960,"PT",30,4,300,7,7,2,3,8,7,8,"Yes",9,40,61,"Female","PT11"
"9857",57983,"PT",140,5,180,3,8,2,2,5,5,8,"Yes",7,0,59,"Female","PT11"
"9858",58010,"PT",60,5,60,5,5,1,2,0,0,6,"Yes",8,42,64,"Female","PT11"
"9859",58061,"PT",30,5,60,6,6,2,2,2,6,6,"Yes",6,40,69,"Female","PT11"
"9860",58108,"PT",60,5,480,7,7,3,3,8,7,7,"Yes",7,0,90,"Male","PT11"
"9861",58130,"PT",30,5,240,0,0,1,1,5,5,9,"Not eligble",10,45,72,"Female","PT17"
"9862",58154,"PT",30,5,120,0,2,2,2,5,3,10,"Yes",8,40,63,"Female","PT16"
"9863",58285,"PT",30,5,360,2,6,1,2,3,2,9,"Yes",10,50,60,"Female","PT11"
"9864",58356,"PT",150,5,240,2,1,2,3,5,3,9,"Yes",8,35,58,"Female","PT17"
"9865",58397,"PT",60,4,30,5,5,2,2,5,3,7,"Yes",4,60,75,"Female","PT16"
"9866",58431,"PT",90,5,420,5,5,3,1,4,3,9,"Yes",8,41,70,"Male","PT11"
"9867",58447,"PT",150,5,600,8,8,3,3,7,8,10,"Yes",9,35,60,"Male","PT11"
"9868",58454,"PT",60,5,30,6,6,4,2,7,4,10,"Yes",9,40,60,"Female","PT16"
"9869",58462,"PT",150,5,420,7,7,3,2,6,5,8,"No",8,40,52,"Female","PT17"
"9870",58517,"PT",810,5,600,4,7,3,2,5,10,10,"Yes",7,0,55,"Female","PT11"
"9871",58538,"PT",120,5,60,3,3,2,1,5,5,8,"Yes",5,40,83,"Female","PT15"
"9872",58588,"PT",80,5,270,3,2,1,1,3,1,8,"No",5,35,70,"Female","PT16"
"9873",58729,"PT",1020,5,120,5,5,1,1,2,0,7,"No",8,0,75,"Female","PT16"
"9874",58800,"PT",120,5,120,5,5,2,3,3,8,9,"Yes",5,50,72,"Male","PT17"
"9875",58813,"PT",30,5,120,7,7,2,2,8,6,8,"Yes",8,40,70,"Male","PT17"
"9876",58829,"PT",40,5,150,1,4,2,1,2,3,10,"Yes",8,40,69,"Female","PT11"
"9877",58871,"PT",60,5,60,4,5,2,1,2,6,6,"No",8,45,57,"Female","PT16"
"9878",58949,"PT",60,5,300,2,5,3,3,2,2,8,"Yes",6,45,55,"Female","PT11"
"9879",58956,"PT",1080,5,180,5,5,1,4,5,6,9,"Yes",6,50,74,"Male","PT11"
"9880",58985,"PT",60,5,1080,6,6,2,1,7,7,8,"No",10,60,60,"Female","PT16"
"9881",58997,"PT",90,5,180,7,8,1,2,7,6,7,"Yes",7,40,70,"Female","PT17"
"9882",59028,"PT",60,5,120,2,4,3,3,6,6,7,"Yes",8,0,72,"Male","PT16"
"9883",59153,"PT",60,5,300,2,5,3,2,8,8,8,"Yes",9,9,38,"Female","PT16"
"9884",59157,"PT",60,5,240,7,8,3,2,7,5,8,"No",8,40,58,"Male","PT11"
"9885",59191,"PT",30,5,480,0,5,3,3,4,4,5,"Yes",8,40,72,"Female","PT11"
"9886",59231,"PT",120,5,480,4,6,2,2,1,8,8,"Yes",7,60,75,"Male","PT16"
"9887",59257,"PT",60,5,210,3,7,2,3,5,2,5,"Yes",5,40,75,"Female","PT16"
"9888",59484,"PT",0,5,720,0,5,1,1,5,5,4,"No",8,40,62,"Female","PT11"
"9889",59495,"PT",120,5,120,6,9,1,2,3,3,8,"Yes",8,40,85,"Male","PT17"
"9890",59510,"PT",180,5,240,2,6,2,1,5,5,5,"Yes",6,40,68,"Male","PT17"
"9891",59544,"PT",40,4,40,7,5,3,3,7,6,8,"Yes",7,35,85,"Male","PT11"
"9892",59572,"PT",60,5,120,4,3,3,2,5,4,7,"No",9,40,43,"Male","PT15"
"9893",59670,"PT",60,5,60,8,8,3,1,5,9,9,"Yes",9,40,86,"Male","PT11"
"9894",59711,"PT",20,5,120,6,8,2,2,4,6,8,"No",8,50,69,"Male","PT18"
"9895",59759,"PT",60,5,60,1,8,2,2,5,1,7,"Yes",8,40,79,"Male","PT11"
"9896",59778,"PT",60,5,120,8,8,2,2,2,1,7,"No",7,40,78,"Female","PT16"
"9897",59801,"PT",120,5,420,1,7,1,2,0,0,9,"Yes",9,55,78,"Female","PT11"
"9898",59802,"PT",30,5,20,0,2,1,1,5,5,9,"No",4,48,75,"Female","PT17"
"9899",59824,"PT",60,5,300,8,8,2,2,6,7,9,"Yes",7,40,54,"Male","PT11"
"9900",59923,"PT",70,5,250,5,6,1,3,6,6,10,"Yes",8,40,65,"Male","PT16"
"9901",60032,"PT",1020,5,180,7,5,2,2,8,7,10,"No",9,50,60,"Female","PT16"
"9902",60062,"PT",90,5,60,0,5,3,1,3,3,8,"Yes",8,40,78,"Female","PT16"
"9903",60095,"PT",60,5,660,10,9,4,1,4,5,4,"No",7,40,89,"Male","PT11"
"9904",60131,"PT",180,5,300,5,5,2,2,2,0,9,"Yes",8,40,65,"Female","PT11"
"9905",60148,"PT",120,5,120,4,4,2,3,7,5,9,"Yes",8,50,54,"Male","PT16"
"9906",60303,"PT",120,5,60,7,8,3,2,5,3,8,"No",8,50,90,"Male","PT11"
"9907",60306,"PT",10,5,600,6,5,3,1,6,6,7,"No",8,68,45,"Female","PT16"
"9908",60332,"PT",150,4,240,5,5,3,3,7,5,7,"Yes",8,40,54,"Male","PT17"
"9909",60355,"PT",60,4,240,5,7,3,2,6,8,8,"No",10,40,56,"Male","PT11"
"9910",60358,"PT",90,5,120,3,5,2,3,5,4,9,"Yes",7,45,90,"Female","PT11"
"9911",60440,"PT",60,5,600,7,7,4,1,7,7,10,"No",7,0,51,"Female","PT17"
"9912",60441,"PT",300,5,90,3,0,2,1,3,3,5,"Yes",4,58,71,"Female","PT17"
"9913",60447,"PT",60,5,600,5,5,1,2,3,3,4,"Yes",7,45,79,"Female","PT17"
"9914",60460,"PT",180,5,600,7,7,3,3,8,7,9,"Yes",8,37,60,"Male","PT11"
"9915",60499,"PT",120,5,600,7,8,3,5,8,6,10,"Yes",7,40,65,"Male","PT17"
"9916",60519,"PT",900,5,600,5,5,3,2,7,2,10,"Yes",9,40,55,"Female","PT18"
"9917",60622,"PT",10,5,480,8,8,2,1,2,4,8,"No",9,40,60,"Female","PT11"
"9918",60691,"PT",15,5,360,2,4,2,3,3,7,8,"Yes",7,40,69,"Male","PT17"
"9919",60698,"PT",30,5,180,0,6,2,1,0,0,0,"No",10,48,39,"Male","PT11"
"9920",60730,"PT",30,5,120,1,4,2,3,6,5,9,"Yes",8,36,65,"Male","PT11"
"9921",60733,"PT",120,5,480,6,7,3,5,9,7,10,"Yes",9,40,49,"Male","PT11"
"9922",60740,"PT",30,5,60,5,7,4,2,4,4,8,"Yes",6,50,74,"Male","PT16"
"9923",60867,"PT",70,5,200,4,6,1,1,4,6,8,"Yes",8,40,80,"Male","PT16"
"9924",60872,"PT",15,5,600,5,7,3,1,5,5,5,"Yes",6,40,78,"Female","PT17"
"9925",60876,"PT",900,5,30,2,5,2,1,5,5,8,"Yes",5,0,82,"Female","PT11"
"9926",60923,"PT",80,5,150,7,6,1,1,5,5,10,"Yes",7,35,84,"Female","PT16"
"9927",60960,"PT",60,5,120,6,5,3,2,7,8,8,"Yes",7,30,70,"Female","PT17"
"9928",61008,"PT",60,5,20,5,7,3,1,9,5,8,"Yes",10,48,82,"Male","PT16"
"9929",61017,"PT",120,5,180,2,2,3,2,5,5,6,"Yes",8,48,68,"Female","PT15"
"9930",61082,"PT",960,5,180,5,8,3,1,6,3,7,"Yes",8,70,80,"Male","PT17"
"9931",61096,"PT",120,5,60,3,5,3,2,6,6,7,"Yes",7,60,76,"Male","PT11"
"9932",61103,"PT",600,5,480,3,7,2,2,6,6,7,"Yes",6,45,54,"Female","PT17"
"9933",61145,"PT",150,5,90,0,6,1,1,5,3,8,"No",9,12,50,"Female","PT18"
"9934",61187,"PT",60,5,120,6,6,3,2,5,5,8,"Yes",7,35,74,"Male","PT15"
"9935",61246,"PT",10,5,60,0,5,2,3,3,3,8,"Yes",8,40,85,"Male","PT16"
"9936",61296,"PT",30,5,240,5,6,2,1,1,0,7,"No",9,40,41,"Male","PT15"
"9937",61345,"PT",150,5,200,2,2,1,1,4,3,9,"Yes",6,40,70,"Female","PT16"
"9938",61394,"PT",60,5,540,9,9,2,3,5,6,10,"Yes",8,35,83,"Female","PT16"
"9939",61397,"PT",120,5,240,5,5,3,5,10,7,9,"Yes",8,50,72,"Male","PT16"
"9940",61437,"PT",30,5,60,5,8,1,1,5,4,9,"No",7,48,80,"Male","PT16"
"9941",61498,"PT",360,5,180,3,6,1,1,0,0,0,"No",7,12,90,"Female","PT17"
"9942",61516,"PT",15,5,30,3,5,2,2,0,5,10,"Yes",9,40,64,"Male","PT11"
"9943",61579,"PT",945,5,600,4,4,1,1,0,0,5,"No",5,40,67,"Female","PT16"
"9944",61700,"PT",180,5,240,5,5,4,2,5,2,6,"Yes",7,10,78,"Male","PT16"
"9945",61716,"PT",150,5,360,6,7,2,1,7,5,8,"Yes",8,40,68,"Female","PT17"
"9946",61837,"PT",60,5,30,0,5,2,1,5,0,10,"Yes",7,40,83,"Female","PT17"
"9947",61934,"PT",900,5,180,3,4,3,2,5,2,10,"Yes",1,0,68,"Female","PT17"
"9948",61981,"PT",60,5,180,7,3,3,2,7,5,8,"Yes",5,20,79,"Female","PT11"
"9949",62076,"PT",10,5,360,5,9,3,1,7,7,9,"No",6,40,54,"Male","PT11"
"9950",62179,"PT",240,5,840,3,7,1,2,4,5,8,"Yes",8,46,73,"Female","PT17"
"9951",62221,"PT",30,5,720,6,8,4,2,7,6,9,"Yes",9,40,59,"Male","PT17"
"9952",62277,"PT",120,5,120,3,6,3,3,4,7,9,"Yes",8,40,53,"Female","PT11"
"9953",62326,"PT",10,5,240,5,5,1,1,3,3,8,"Yes",6,35,70,"Female","PT17"
"9954",62505,"PT",60,5,480,3,7,3,3,4,2,7,"Yes",8,40,69,"Male","PT15"
"9955",62620,"PT",60,5,300,0,4,2,2,7,6,5,"Yes",3,0,78,"Female","PT17"
"9956",62632,"PT",30,5,720,5,5,2,3,5,8,0,"No",6,45,57,"Female","PT11"
"9957",62717,"PT",150,5,90,1,2,1,2,3,2,8,"No",7,45,86,"Female","PT16"
"9958",62731,"PT",60,5,480,8,8,3,2,7,7,9,"Yes",9,41,68,"Female","PT11"
"9959",62816,"PT",60,5,120,0,4,2,1,3,6,7,"No",7,40,73,"Female","PT11"
"9960",62900,"PT",60,5,600,5,7,4,3,4,4,8,"No",9,40,67,"Male","PT18"
"9961",62921,"PT",120,5,120,0,5,3,1,5,7,10,"Yes",5,43,81,"Male","PT11"
"9962",62983,"PT",10,5,30,1,5,1,1,1,1,5,"Yes",2,40,78,"Female","PT11"
"9963",62996,"PT",90,5,240,7,6,2,2,8,7,9,"Yes",8,40,54,"Male","PT17"
"9964",62997,"PT",90,5,120,5,8,4,2,8,9,10,"Yes",8,47,74,"Male","PT18"
"9965",63051,"PT",90,5,900,2,4,4,2,2,9,9,"Yes",6,40,60,"Male","PT11"
"9966",63215,"PT",30,5,240,5,8,3,5,5,5,10,"Yes",7,40,75,"Female","PT17"
"9967",63360,"PT",30,5,480,1,5,3,2,0,2,8,"Yes",7,40,62,"Male","PT16"
"9968",63372,"PT",60,5,240,6,6,3,2,5,5,8,"Yes",8,20,78,"Female","PT11"
"9969",63404,"PT",120,5,540,7,7,3,3,8,7,10,"Yes",10,40,56,"Female","PT17"
"9970",63466,"PT",30,5,300,4,7,3,2,9,8,10,"Yes",9,40,62,"Female","PT16"
"9971",63514,"PT",120,5,720,4,7,1,5,7,6,9,"Yes",3,70,72,"Female","PT16"
"9972",63719,"PT",60,5,540,1,5,4,1,9,9,9,"Yes",7,40,63,"Female","PT11"
"9973",63735,"PT",120,5,180,4,7,1,1,6,2,8,"Yes",5,40,86,"Female","PT16"
"9974",63788,"PT",120,5,60,0,5,3,3,6,4,8,"Yes",5,40,59,"Male","PT16"
"9975",63825,"PT",120,5,15,7,10,1,1,7,2,10,"Yes",10,40,87,"Male","PT11"
"9976",63919,"PT",30,5,360,7,7,2,1,0,0,9,"Yes",8,40,59,"Male","PT15"
"9977",63927,"PT",45,5,60,6,3,2,1,0,0,8,"Yes",6,70,90,"Female","PT16"
"9978",64020,"PT",180,5,600,5,5,2,4,3,5,5,"Yes",8,40,61,"Male","PT17"
"9979",64109,"PT",20,4,90,6,5,2,2,4,3,7,"Not eligble",7,40,76,"Female","PT17"
"9980",64212,"PT",30,5,600,3,6,3,2,5,4,10,"No",8,44,63,"Male","PT17"
"9981",64489,"PT",60,5,240,7,7,3,1,5,6,10,"Yes",9,35,68,"Female","PT17"
"9982",64526,"PT",120,5,240,5,8,3,2,5,3,8,"No",8,40,60,"Female","PT17"
"9983",64641,"PT",10,5,600,4,2,2,2,7,8,8,"Not eligble",8,35,44,"Female","PT11"
"9984",64650,"PT",60,5,180,4,6,2,1,6,5,8,"Yes",8,48,64,"Male","PT16"
"9985",64670,"PT",30,5,180,5,8,2,2,8,8,9,"Yes",9,25,63,"Female","PT11"
"9986",64879,"PT",60,4,120,4,5,2,1,2,2,3,"No",4,72,75,"Male","PT16"
"9987",64901,"PT",120,5,60,8,8,1,2,5,8,9,"Yes",10,55,65,"Male","PT18"
"9988",64917,"PT",30,5,30,1,1,2,1,0,0,2,"No",7,30,68,"Female","PT11"
"9989",64991,"PT",480,5,120,3,7,4,4,8,4,10,"Yes",5,40,75,"Male","PT17"
"9990",64996,"PT",60,5,360,3,7,2,2,5,3,8,"Yes",8,45,68,"Female","PT11"
"9991",65042,"PT",60,5,60,2,2,1,1,0,1,1,"Yes",5,75,90,"Male","PT11"
"9992",65089,"PT",60,5,60,9,8,3,3,8,7,10,"Yes",8,60,89,"Male","PT16"
"9993",65111,"PT",15,4,300,6,6,3,2,3,3,6,"Yes",6,35,71,"Female","PT17"
"9994",65152,"PT",120,5,240,0,9,3,2,10,9,10,"Yes",10,30,52,"Male","PT17"
"9995",65253,"PT",60,5,60,0,5,1,1,0,5,8,"No",5,0,78,"Female","PT17"
"9996",65286,"PT",300,5,600,5,7,2,2,5,6,6,"Yes",5,5,79,"Female","PT17"
"9997",65299,"PT",60,5,540,7,9,3,3,6,4,9,"Yes",7,50,80,"Male","PT11"
"9998",65333,"PT",120,5,120,5,6,1,1,0,0,6,"No",10,41,67,"Male","PT17"
"9999",65381,"PT",60,5,210,2,2,2,1,5,5,10,"Yes",2,40,64,"Male","PT11"
"10000",65432,"PT",15,5,60,4,5,1,1,5,2,9,"No",10,50,51,"Male","PT11"
"10001",65448,"PT",40,5,600,4,4,2,2,7,4,6,"Yes",7,45,70,"Female","PT17"
"10002",65501,"PT",30,5,120,3,2,2,2,3,3,5,"Yes",8,35,65,"Female","PT15"
"10003",65524,"PT",10,5,30,5,5,2,2,4,4,5,"Yes",8,35,76,"Female","PT16"
"10004",65579,"PT",60,5,510,7,7,3,2,7,6,8,"Yes",10,20,56,"Male","PT11"
"10005",65580,"PT",120,5,180,7,7,3,3,7,5,7,"Yes",8,40,58,"Female","PT15"
"10006",65653,"PT",30,5,270,4,8,1,1,3,3,9,"Yes",9,40,61,"Female","PT16"
"10007",65746,"PT",60,5,420,3,5,1,2,2,2,6,"Yes",8,55,70,"Male","PT16"
"10008",65774,"PT",60,5,180,5,8,3,1,5,7,8,"No",7,40,73,"Male","PT11"
"10009",65792,"PT",60,5,90,3,5,2,2,5,5,8,"Yes",9,40,60,"Male","PT11"
"10010",65824,"PT",60,5,480,7,7,3,3,7,6,9,"No",7,20,78,"Female","PT17"
"10011",65984,"PT",60,5,600,3,3,4,5,2,6,10,"Yes",8,50,57,"Male","PT11"
"10012",66025,"PT",60,5,300,7,7,4,2,5,5,9,"No",9,40,58,"Female","PT16"
"10013",66035,"PT",80,5,380,6,7,1,1,6,6,8,"No",7,40,89,"Female","PT16"
"10014",66037,"PT",90,5,90,4,5,1,2,5,3,7,"Yes",5,35,80,"Female","PT17"
"10015",66139,"PT",60,5,600,3,6,4,2,5,3,8,"Yes",8,35,70,"Female","PT17"
"10016",66176,"PT",90,5,600,7,8,4,4,9,7,10,"Yes",8,40,60,"Male","PT16"
"10017",66192,"PT",45,4,60,5,5,2,1,0,0,8,"No",8,40,57,"Female","PT16"
"10018",66198,"PT",0,5,15,4,5,1,1,8,5,5,"Yes",5,50,44,"Male","PT18"
"10019",66212,"PT",30,5,180,5,7,1,1,5,6,8,"Yes",7,45,48,"Male","PT16"
"10020",66286,"PT",120,5,480,7,7,1,5,6,5,8,"Yes",7,60,64,"Male","PT11"
"10021",66341,"PT",15,5,120,1,5,2,2,4,1,7,"Yes",5,50,70,"Male","PT16"
"10022",66377,"PT",30,5,60,5,5,2,1,4,4,5,"Yes",9,48,60,"Female","PT18"
"10023",66457,"PT",60,5,660,8,6,4,1,7,6,9,"Yes",7,28,53,"Male","PT16"
"10024",66465,"PT",15,5,30,1,10,1,1,0,0,0,"No",6,40,60,"Female","PT16"
"10025",66501,"PT",150,5,60,5,5,2,2,5,5,0,"Yes",4,60,63,"Male","PT11"
"10026",66605,"PT",90,5,420,7,5,2,1,7,7,9,"No",8,48,83,"Female","PT17"
"10027",66611,"PT",60,5,600,7,7,2,2,7,6,8,"Yes",7,40,69,"Female","PT17"
"10028",66680,"PT",40,5,190,2,4,1,1,3,3,7,"No",8,40,67,"Male","PT16"
"10029",66725,"PT",120,5,480,2,1,2,2,4,2,5,"Yes",5,60,55,"Male","PT11"
"10030",66786,"PT",10,5,60,3,7,3,1,8,8,10,"Yes",8,40,67,"Female","PT11"
"10031",66804,"PT",10,5,90,6,7,2,1,4,6,9,"No",8,40,53,"Male","PT17"
"10032",66911,"PT",30,5,10,7,8,2,1,5,7,8,"Yes",6,35,71,"Female","PT18"
"10033",67064,"PT",60,5,360,0,8,3,2,6,6,10,"Yes",9,50,70,"Female","PT17"
"10034",67174,"PT",15,5,60,2,4,2,1,0,0,10,"No",10,45,90,"Female","PT11"
"10035",67188,"PT",60,5,180,5,7,4,2,7,5,10,"Yes",8,0,90,"Female","PT17"
"10036",67192,"PT",360,5,40,5,7,3,5,8,4,8,"Yes",9,70,46,"Male","PT11"
"10037",67264,"PT",120,5,240,5,6,2,3,4,3,8,"Yes",6,45,68,"Male","PT17"
"10038",67295,"PT",920,5,960,5,5,4,4,3,3,8,"Yes",8,80,40,"Male","PT11"
"10039",67313,"PT",60,5,120,2,5,4,2,3,5,8,"Yes",10,35,76,"Female","PT11"
"10040",67352,"PT",60,5,240,5,8,4,2,6,6,8,"Yes",6,50,59,"Female","PT17"
"10041",67386,"PT",120,5,300,5,5,3,3,5,5,5,"No",8,22,60,"Male","PT15"
"10042",67394,"PT",30,4,60,4,5,2,1,8,5,10,"No",8,62,36,"Male","PT16"
"10043",67403,"PT",180,5,600,1,6,2,4,2,4,7,"Yes",9,20,54,"Female","PT11"
"10044",67559,"PT",60,5,240,1,1,3,2,4,3,8,"Yes",10,100,85,"Male","PT11"
"10045",67561,"PT",25,5,120,8,8,2,3,4,8,3,"Yes",9,45,80,"Female","PT17"
"10046",67633,"PT",90,5,960,7,7,2,2,3,7,7,"Yes",7,60,79,"Male","PT17"
"10047",67693,"PT",30,5,60,1,5,1,1,5,4,8,"No",7,48,61,"Female","PT17"
"10048",67817,"PT",15,5,180,6,6,3,2,7,8,8,"Yes",8,50,78,"Male","PT11"
"10049",68079,"PT",120,5,45,7,5,1,1,0,0,7,"No",8,40,80,"Male","PT11"
"10050",68182,"PT",60,5,120,3,3,3,2,7,5,7,"Yes",7,45,84,"Female","PT17"
"10051",68258,"PT",360,5,360,5,5,2,1,7,5,9,"Yes",8,40,51,"Female","PT17"
"10052",68371,"PT",120,5,180,5,6,4,4,6,7,9,"Yes",7,10,54,"Female","PT11"
"10053",68419,"PT",20,5,360,2,1,3,2,7,7,10,"Yes",8,25,52,"Female","PT17"
"10054",68508,"PT",30,5,480,7,7,2,1,7,10,9,"Yes",9,40,83,"Male","PT11"
"10055",68564,"PT",5,5,60,1,7,3,1,6,3,10,"Yes",7,5,81,"Female","PT11"
"10056",68662,"PT",60,5,60,2,6,3,2,5,5,8,"Yes",7,35,79,"Male","PT11"
"10057",68674,"PT",120,5,360,7,8,3,2,8,3,9,"Yes",8,50,69,"Female","PT17"
